UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
H38089,X1,297.3,308.6,1688,29.4,166,0,No Failure,27/11/2002 11:00
M23536,x1,297.3,308.5,1520,42.4,171,0,No Failure,27/11/2002 12:00
M23537,x1,297.3,308.5,1664,28.9,174,0,No Failure,27/11/2002 13:00
L55858,x_1,297.3,308.5,1514,44.5,177,0,No Failure,27/11/2002 14:00
L55859,x_1,297.3,308.5,1456,54.2,179,0,No Failure,27/11/2002 15:00
L55860,x_1,297.2,308.5,1494,39.6,181,0,No Failure,27/11/2002 16:00
L55861,x_1,297.2,308.4,1605,30,183,0,No Failure,27/11/2002 17:00
M23542,x1,297.2,308.5,1353,46.5,185,0,No Failure,27/11/2002 18:00
L55863,x_1,297.2,308.5,1447,47.9,188,0,No Failure,27/11/2002 19:00
L55864,x_1,297.2,308.5,1588,40.4,190,0,No Failure,27/11/2002 20:00
H38099,X1,297.2,308.5,1524,41.4,192,0,No Failure,27/11/2002 21:00
M23546,x1,297.2,308.5,1611,31.6,197,0,No Failure,27/11/2002 22:00
M23547,x1,297.2,308.5,1604,34.9,200,0,No Failure,27/11/2002 23:00
L55868,x_1,297.1,308.5,1483,46.9,203,0,No Failure,28/11/2002 00:00
L55869,x_1,297.1,308.4,1543,39.6,205,0,No Failure,28/11/2002 01:00
L55870,x_1,297.1,308.5,1323,44.4,207,1,Tool Wear Failure,28/11/2002 02:00
L55871,x_1,297.1,308.5,1555,36.2,0,0,No Failure,28/11/2002 03:00
L55872,x_1,297.1,308.4,1583,31.9,2,0,No Failure,28/11/2002 04:00
M23553,x1,297.2,308.5,1584,40,4,0,No Failure,28/11/2002 05:00
L55874,x_1,297.2,308.5,1766,25.8,7,0,No Failure,28/11/2002 06:00
M23555,x1,297.2,308.6,1498,44.4,9,0,No Failure,28/11/2002 07:00
L55876,x_1,297.2,308.6,1413,49.8,12,0,No Failure,28/11/2002 08:00
L55877,x_1,297.3,308.6,1505,33.5,14,0,No Failure,28/11/2002 09:00
H38112,X1,297.3,308.7,1438,46.2,16,0,No Failure,28/11/2002 10:00
M23559,x1,297.3,308.7,1655,34.1,21,0,No Failure,28/11/2002 11:00
M23560,x1,281.3,308.7,1451,43.8,24,0,No Failure,28/11/2002 12:00
M23561,x1,297.3,308.7,1466,38.4,27,0,No Failure,28/11/2002 13:00
L55882,x_1,297.2,308.6,1774,23,30,0,No Failure,28/11/2002 14:00
M23563,x1,297.2,308.6,1284,51.3,32,0,No Failure,28/11/2002 15:00
L55884,x_1,297.1,308.5,1425,40,35,0,No Failure,28/11/2002 16:00
L55885,x_1,297.2,308.6,1437,52.4,37,0,No Failure,28/11/2002 17:00
L55886,x_1,297.2,308.6,1335,132.8,39,0,No Failure,28/11/2002 18:00
L55887,x_1,297.2,308.5,1471,41.7,41,0,No Failure,28/11/2002 19:00
M23568,x1,297.2,308.5,1364,54,43,0,No Failure,28/11/2002 20:00
L55889,x_1,297.1,308.5,1578,35.6,46,0,No Failure,28/11/2002 21:00
L55890,x_1,297.1,308.5,1712,32.1,48,0,No Failure,28/11/2002 22:00
L55891,x_1,297.1,308.5,1733,28.7,50,0,No Failure,28/11/2002 23:00
L55892,x_1,297.2,308.6,1652,111.9,52,0,No Failure,29/11/2002 00:00
L55893,x_1,297.2,308.6,1917,24.1,54,0,No Failure,29/11/2002 01:00
M23574,x1,297.2,308.6,1444,41.1,56,0,No Failure,29/11/2002 02:00
L55895,x_1,297.1,308.6,1442,37.1,59,0,No Failure,29/11/2002 03:00
M23576,x1,297.1,308.6,1717,31.3,61,0,No Failure,29/11/2002 04:00
L55897,x_1,297.1,308.7,1474,42.3,64,0,No Failure,29/11/2002 05:00
L55898,x_1,281.2,308.7,1509,39.3,66,0,No Failure,29/11/2002 06:00
L55899,x_1,281.2,308.8,1451,43.1,68,0,No Failure,29/11/2002 07:00
L55900,x_1,297.3,308.8,1554,36.1,70,0,No Failure,29/11/2002 08:00
L55901,x_1,297.2,308.7,1669,110.5,72,0,No Failure,29/11/2002 09:00
L55902,x_1,297.2,308.6,1366,50.4,74,0,No Failure,29/11/2002 10:00
L55903,x_1,297.2,308.6,1578,34.4,76,0,No Failure,29/11/2002 11:00
M23584,x1,297.2,308.6,1513,39,78,0,No Failure,29/11/2002 12:00
M23585,x1,297.1,308.5,1515,42.1,81,0,No Failure,29/11/2002 13:00
L55906,x_1,297.2,308.6,1562,33,84,0,No Failure,29/11/2002 14:00
L55907,x_1,297.2,308.7,1501,38.5,86,0,No Failure,29/11/2002 15:00
M23588,x1,297.2,308.7,1398,38.1,88,0,No Failure,29/11/2002 16:00
L55909,x_1,297.3,308.7,1352,53.8,91,0,No Failure,29/11/2002 17:00
H38144,X1,297.3,308.7,1569,33.9,93,0,No Failure,29/11/2002 18:00
H38145,X1,297.2,308.6,1486,46.6,98,0,No Failure,29/11/2002 19:00
L55912,x_1,297.2,308.6,1864,23.6,103,0,No Failure,29/11/2002 20:00
M23593,x1,297.3,308.7,1447,44.5,105,0,No Failure,29/11/2002 21:00
L55914,x_1,281.2,308.6,1392,41.5,108,0,No Failure,29/11/2002 22:00
L55915,X2,297.3,308.6,1358,47.6,110,0,No Failure,29/11/2012 23:00
L55916,X2,297.3,308.7,1491,40.2,112,0,No Failure,30/11/2012 00:00
L55917,x_1,281.3,308.7,1556,36.7,114,0,No Failure,30/11/2002 01:00
L55918,x_1,297.3,308.7,1531,36.7,116,0,No Failure,30/11/2002 02:00
H38153,X1,297.4,308.7,1429,37.6,118,0,No Failure,30/11/2002 03:00
M23600,x1,297.4,308.8,1573,33.9,123,0,No Failure,30/11/2002 04:00
L55921,x_1,297.4,308.8,1538,41.2,126,0,No Failure,30/11/2002 05:00
L55922,x_1,297.4,308.8,1467,39,128,0,No Failure,30/11/2002 06:00
H38157,X1,297.4,308.7,1323,51.1,130,0,No Failure,30/11/2002 07:00
M23604,x1,297.4,308.7,1798,23,135,0,No Failure,30/11/2002 08:00
L55925,x_1,297.4,308.6,1411,46.3,138,0,No Failure,30/11/2002 09:00
L55926,x_1,297.3,308.5,1528,44.5,140,0,No Failure,30/11/2002 10:00
L55927,x_1,297.3,308.5,,42,142,0,No Failure,30/11/2002 11:00
L55928,x_1,281.3,308.5,1384,39.6,144,0,No Failure,30/11/2002 12:00
L55929,x_1,297.2,308.4,1677,26.4,146,0,No Failure,30/11/2002 13:00
L55930,x_1,297.3,308.5,1764,30.8,148,0,No Failure,30/11/2002 14:00
M23611,x1,297.4,308.5,1472,42,150,0,No Failure,30/11/2002 15:00
M23612,x1,297.4,308.5,1465,55.9,153,0,No Failure,30/11/2002 16:00
M23613,x1,297.4,308.6,1657,33.1,156,0,No Failure,30/11/2002 17:00
L55934,x_1,297.4,308.6,1635,30.5,159,0,No Failure,30/11/2002 18:00
M23615,x1,297.4,308.7,1582,111.7,161,0,No Failure,30/11/2002 19:00
L55936,x_1,297.5,308.7,1761,26.2,164,0,No Failure,30/11/2002 20:00
L55937,x_1,297.5,308.8,1587,34.9,166,0,No Failure,30/11/2002 21:00
M23618,x1,297.5,308.7,1446,53,168,0,No Failure,30/11/2002 22:00
M23619,x1,297.5,308.7,1352,53,171,0,No Failure,30/11/2002 23:00
M23620,x1,297.4,308.7,1392,46.4,174,0,No Failure,01/12/2002 00:00
L55941,x_1,297.5,308.8,1417,49.8,177,0,No Failure,01/12/2002 01:00
H38176,X1,297.5,308.8,1824,24,179,0,No Failure,01/12/2002 02:00
L55943,x_1,297.5,308.8,1603,36.7,184,0,No Failure,01/12/2002 03:00
L55944,x_1,297.4,308.8,1620,33.4,186,0,No Failure,01/12/2002 04:00
L55945,x_1,297.4,308.8,1353,49.4,188,0,No Failure,01/12/2002 05:00
L55946,x_1,297.5,308.8,1360,50.7,190,0,No Failure,01/12/2002 06:00
L55947,x_1,297.5,308.6,1380,53.5,192,0,No Failure,01/12/2002 07:00
M23628,x1,297.5,308.7,1363,53.6,194,0,No Failure,01/12/2002 08:00
M23629,x1,297.4,308.6,1452,41.2,197,0,No Failure,01/12/2002 09:00
L55950,x_1,297.4,308.6,1680,32.8,200,0,No Failure,01/12/2002 10:00
L55951,x_1,297.5,308.6,1536,39,202,0,No Failure,01/12/2002 11:00
L55952,x_1,297.5,308.6,1621,28.9,0,0,No Failure,01/12/2002 12:00
L55953,x_1,297.5,308.6,1585,37.6,2,0,No Failure,01/12/2002 13:00
M23634,x1,297.6,308.7,1408,51.5,4,0,No Failure,01/12/2002 14:00
H38189,X1,281.5,308.6,1536,38.7,7,0,No Failure,01/12/2002 15:00
L55956,x_1,297.5,308.6,1352,52.6,12,0,No Failure,01/12/2002 16:00
H38191,X1,297.5,308.6,1481,38.8,14,0,No Failure,01/12/2002 17:00
L55958,x_1,297.5,308.7,1454,45,19,0,No Failure,01/12/2002 18:00
M23639,X2,297.5,308.6,1349,131.3,21,0,No Failure,01/12/2012 19:00
M23640,x1,297.5,308.6,1327,52.1,24,0,No Failure,01/12/2002 20:00
L55961,x_1,297.6,308.7,1552,42.3,27,0,No Failure,01/12/2002 21:00
L55962,x_1,297.5,308.7,1456,44.7,29,0,No Failure,01/12/2002 22:00
M23643,x1,297.6,308.6,1254,45.8,31,0,No Failure,01/12/2002 23:00
L55964,x_1,297.5,308.6,1437,43.3,34,0,No Failure,02/12/2002 00:00
L55965,x_1,297.5,308.6,1694,27.1,36,0,No Failure,02/12/2002 01:00
L55966,x_1,297.5,308.5,1306,50.7,38,0,No Failure,02/12/2002 02:00
M23647,x1,281.5,308.5,1699,30.1,40,0,No Failure,02/12/2002 03:00
L55968,x_1,297.4,308.5,1369,53.2,43,0,No Failure,02/12/2002 04:00
L55969,x_1,297.4,308.5,1471,43.9,45,0,No Failure,02/12/2002 05:00
L55970,x_1,297.4,308.5,1410,43.9,47,0,No Failure,02/12/2002 06:00
M23651,x1,297.4,308.5,1412,45.5,49,0,No Failure,02/12/2002 07:00
L55972,x_1,297.4,308.5,1418,51.2,52,0,No Failure,02/12/2002 08:00
L55973,x_1,297.4,308.5,1782,25.9,54,0,No Failure,02/12/2002 09:00
M23654,x1,297.4,308.5,1497,36.4,56,0,No Failure,02/12/2002 10:00
L55975,x_1,297.3,308.4,1459,39.4,59,0,No Failure,02/12/2002 11:00
L55976,x_1,297.2,308.3,1796,23.8,61,0,No Failure,02/12/2002 12:00
L55977,x_1,297.2,308.3,1569,31.2,63,0,No Failure,02/12/2002 13:00
L55978,x_1,297.3,308.4,1469,46.7,65,0,No Failure,02/12/2002 14:00
L55979,x_1,297.3,308.4,1472,41.3,67,0,No Failure,02/12/2002 15:00
L55980,x_1,297.4,308.5,1475,47.2,69,0,No Failure,02/12/2002 16:00
L55981,x_1,297.4,308.6,1488,36.4,71,0,No Failure,02/12/2002 17:00
L55982,x_1,297.4,308.6,1524,43.1,73,0,No Failure,02/12/2002 18:00
L55983,x_1,297.4,308.5,1486,48.6,75,0,No Failure,02/12/2002 19:00
M23664,x1,297.5,308.6,1255,60.7,77,0,No Failure,02/12/2002 20:00
M23665,x1,297.4,308.6,1469,42.6,80,0,No Failure,02/12/2002 21:00
L55986,x_1,297.4,308.5,,114.1,83,0,No Failure,02/12/2002 22:00
M23667,x1,297.4,308.6,1604,32.8,85,0,No Failure,02/12/2002 23:00
L55988,x_1,297.4,308.6,1446,48.1,88,0,No Failure,03/12/2002 00:00
L55989,x_1,297.3,308.5,1503,43.3,90,0,No Failure,03/12/2002 01:00
M23670,x1,297.3,308.5,1625,32.8,92,0,No Failure,03/12/2002 02:00
L55991,x_1,297.2,308.5,1574,115.6,95,0,No Failure,03/12/2002 03:00
M23672,x1,297.2,308.4,1378,41.9,97,0,No Failure,03/12/2002 04:00
L55993,x_1,297.1,308.4,1693,29.5,100,0,No Failure,03/12/2002 05:00
L55994,x_1,297.2,308.4,1462,51.2,102,0,No Failure,03/12/2002 06:00
H38229,X1,297.3,308.5,1435,55,104,0,No Failure,03/12/2002 07:00
M23676,x1,281.2,308.5,1425,125.6,109,0,Error,03/12/2002 08:00
H38231,X1,297.3,308.6,1376,53.5,112,0,No Failure,03/12/2002 09:00
M23678,x1,297.4,308.7,1481,48,117,0,No Failure,03/12/2002 10:00
H38233,X1,297.4,308.7,1349,48.9,120,0,No Failure,03/12/2002 11:00
L56000,x_1,297.3,308.7,1551,119.8,125,0,No Failure,03/12/2002 12:00
H38235,X1,297.4,308.7,1623,33.8,127,0,No Failure,03/12/2002 13:00
L56002,x_1,297.4,308.8,1462,49.7,132,0,No Failure,03/12/2002 14:00
M23683,x1,297.3,308.8,1447,57.4,134,0,No Failure,03/12/2002 15:00
M23684,x1,297.3,308.9,1799,24.5,137,0,No Failure,03/12/2002 16:00
M23685,x1,297.3,308.8,1548,41.3,140,0,No Failure,03/12/2002 17:00
M23686,x1,297.2,308.8,1485,47.9,143,0,No Failure,03/12/2002 18:00
L56007,x_1,297.2,308.7,1463,49.9,146,0,No Failure,03/12/2002 19:00
L56008,x_1,297.3,308.7,1587,35.8,148,0,No Failure,03/12/2002 20:00
M23689,x1,297.3,308.8,1469,44.1,150,0,No Failure,03/12/2002 21:00
H38244,X1,297.3,308.7,1430,42.8,153,0,No Failure,03/12/2002 22:00
H38245,X1,297.4,308.7,1726,26.8,158,0,No Failure,03/12/2002 23:00
L56012,x_1,297.4,308.8,1651,34.1,163,0,No Failure,04/12/2002 00:00
L56013,x_1,297.4,308.8,1529,41.3,165,0,No Failure,04/12/2002 01:00
L56014,x_1,297.4,308.8,1473,46.2,167,0,No Failure,04/12/2002 02:00
H38249,X1,297.4,308.8,1324,53.5,169,0,No Failure,04/12/2002 03:00
L56016,x_1,297.4,308.9,1708,28.8,174,0,No Failure,04/12/2002 04:00
M23697,x1,281.5,309.1,1540,38.5,176,0,No Failure,04/12/2002 05:00
L56018,x_1,297.5,309,1320,54.7,179,0,No Failure,04/12/2002 06:00
M23699,x1,297.4,308.9,1376,39,181,0,No Failure,04/12/2002 07:00
M23700,x1,297.3,308.7,1542,37,184,0,No Failure,04/12/2002 08:00
L56021,x_1,297.3,308.7,1506,39.3,187,0,No Failure,04/12/2002 09:00
L56022,x_1,297.3,308.7,1492,43.6,189,0,No Failure,04/12/2002 10:00
H38257,X1,297.3,308.8,1564,38,191,0,No Failure,04/12/2002 11:00
H38258,X1,297.4,308.9,1645,110.6,196,0,No Failure,04/12/2002 12:00
M23705,x1,281.4,308.9,,59.1,201,0,No Failure,04/12/2002 13:00
M23706,x1,297.4,308.8,1325,62.4,204,1,Tool Wear Failure,04/12/2002 14:00
L56027,x_1,297.5,308.9,1443,43.5,0,0,No Failure,04/12/2002 15:00
M23708,x1,297.5,308.9,1436,44.8,2,0,No Failure,04/12/2002 16:00
L56029,x_1,297.5,308.9,1596,30.7,5,0,No Failure,04/12/2002 17:00
L56030,x_1,297.6,309,1491,43.2,7,0,No Failure,04/12/2002 18:00
M23711,x1,297.7,308.9,1573,114.9,9,0,No Failure,04/12/2002 19:00
L56032,x_1,297.7,308.9,1575,39.9,12,0,No Failure,04/12/2002 20:00
L56033,x_1,297.7,308.9,1458,41.1,14,0,No Failure,04/12/2002 21:00
M23714,x1,297.7,309,1433,41.8,16,0,No Failure,04/12/2002 22:00
L56035,x_1,297.7,308.9,1662,28.1,19,0,No Failure,04/12/2002 23:00
M23716,x1,297.7,308.9,1327,63.7,21,0,No Failure,05/12/2002 00:00
L56037,x_1,297.7,308.9,1742,26.3,24,0,No Failure,05/12/2002 01:00
L56038,x_1,297.8,308.9,1506,33.5,26,0,No Failure,05/12/2002 02:00
L56039,x_1,297.9,309.1,1457,44.4,28,0,No Failure,05/12/2002 03:00
M23720,x1,297.9,309.1,1488,37.3,30,0,No Failure,05/12/2002 04:00
L56041,x_1,297.9,309.1,1619,34.7,33,0,No Failure,05/12/2002 05:00
M23722,x1,298,309.2,1558,41.7,35,0,No Failure,05/12/2002 06:00
L56043,x_1,282,309.2,1731,28.7,38,0,No Failure,05/12/2002 07:00
M23724,x1,298,309.1,1574,34.8,40,0,No Failure,05/12/2002 08:00
L56045,x_1,297.9,309,1290,49.8,43,0,No Failure,05/12/2002 09:00
H38280,X1,297.9,308.9,1416,39.6,45,0,No Failure,05/12/2002 10:00
L56047,x_1,297.9,308.9,1566,41.9,50,0,Error,05/12/2002 11:00
L56048,x_1,297.9,309,1456,46.5,52,0,No Failure,05/12/2002 12:00
L56049,x_1,297.9,309,1528,37.5,54,0,No Failure,05/12/2002 13:00
M23730,x1,297.9,309.1,1338,49.6,56,0,No Failure,05/12/2002 14:00
M23731,x1,297.9,309.1,1558,39.2,59,0,No Failure,05/12/2002 15:00
M23732,x1,297.9,309.1,1614,38.1,62,0,No Failure,05/12/2002 16:00
H38287,X1,298,309.1,1557,36.4,65,0,No Failure,05/12/2002 17:00
L56054,x_1,298.1,309.3,1443,45.3,70,0,No Failure,05/12/2002 18:00
H38289,X1,298.1,309.3,1332,51,72,0,No Failure,05/12/2002 19:00
M23736,x1,298.1,309.3,1752,25.2,77,0,No Failure,05/12/2002 20:00
M23737,x1,298.1,309.2,1460,45.8,80,0,No Failure,05/12/2002 21:00
L56058,x_1,298.1,309.2,1802,26.9,83,0,No Failure,05/12/2002 22:00
L56059,x_1,298,309.2,1527,39.5,85,0,No Failure,05/12/2002 23:00
L56060,x_1,298,309.2,1458,39.8,87,0,No Failure,06/12/2002 00:00
H38295,X1,298,309.2,1520,37.9,89,0,No Failure,06/12/2002 01:00
L56062,x_1,298,309.2,1378,49.7,94,0,No Failure,06/12/2002 02:00
M23743,x1,297.9,309.2,1529,38.1,96,0,No Failure,06/12/2002 03:00
L56064,x_1,298,309.2,1527,32.4,99,0,No Failure,06/12/2002 04:00
M23745,x1,298,309.2,1438,42.9,101,0,No Failure,06/12/2002 05:00
L56066,x_1,297.9,309,1583,36.7,104,0,No Failure,06/12/2002 06:00
L56067,x_1,297.8,308.9,1530,37.6,106,0,No Failure,06/12/2002 07:00
M23748,x1,297.7,308.9,1530,39.1,108,0,No Failure,06/12/2002 08:00
M23749,x1,297.7,308.8,2089,98.9,111,0,No Failure,06/12/2002 09:00
L56070,x_1,297.7,308.8,1616,34.2,114,0,No Failure,06/12/2002 10:00
M23751,x1,297.7,308.9,1681,28.3,116,0,No Failure,06/12/2002 11:00
L56072,x_1,297.6,308.8,1475,43,119,0,No Failure,06/12/2002 12:00
L56073,x_1,281.5,308.7,1371,46.5,121,0,No Failure,06/12/2002 13:00
M23754,x1,297.5,308.7,1546,38,123,0,No Failure,06/12/2002 14:00
H38309,X1,297.4,308.6,1461,40.1,126,0,No Failure,06/12/2002 15:00
L56076,x_1,281.4,308.7,1638,31.9,131,0,No Failure,06/12/2002 16:00
M23757,x1,297.3,308.7,1577,35.6,133,0,No Failure,06/12/2002 17:00
L56078,x_1,297.4,308.6,1532,38.7,136,0,No Failure,06/12/2002 18:00
M23759,x1,297.3,308.5,1710,27.7,138,0,No Failure,06/12/2002 19:00
M23760,x1,297.3,308.6,1584,29.4,141,0,No Failure,06/12/2002 20:00
L56081,x_1,297.3,308.6,1446,50.1,144,0,No Failure,06/12/2002 21:00
H38316,X1,297.4,308.7,1522,46.3,146,0,No Failure,06/12/2002 22:00
M23763,x1,297.4,308.7,1382,49.9,151,0,No Failure,06/12/2002 23:00
L56084,x_1,281.4,308.7,1584,38.2,154,0,No Failure,07/12/2002 00:00
L56085,x_1,297.3,308.6,1385,135,156,0,No Failure,07/12/2002 01:00
L56086,x_1,297.3,308.7,1592,34.4,158,0,No Failure,07/12/2002 02:00
M23767,x1,297.2,308.6,1404,43.7,160,0,No Failure,07/12/2002 03:00
L56088,x_1,297.2,308.5,1518,44.3,163,0,No Failure,07/12/2002 04:00
L56089,x_1,297.1,308.4,1529,40.4,165,0,No Failure,07/12/2002 05:00
L56090,x_1,297.1,308.4,1550,37,167,0,No Failure,07/12/2002 06:00
L56091,x_1,297.1,308.3,1773,23.8,169,0,No Failure,07/12/2002 07:00
L56092,x_1,297.2,308.5,1446,43.7,171,0,No Failure,07/12/2002 08:00
M23773,x1,297.2,308.5,1487,46.9,173,0,No Failure,07/12/2002 09:00
M23774,x1,297.3,308.5,1524,49.3,176,0,No Failure,07/12/2002 10:00
L56095,x_1,297.1,308.3,1403,54.1,179,0,No Failure,07/12/2002 11:00
L56096,x_1,297.1,308.2,2267,15.7,181,0,No Failure,07/12/2002 12:00
M23777,x1,297.1,308.2,1529,37.9,183,0,No Failure,07/12/2002 13:00
L56098,x_1,297.1,308.2,1402,51.2,186,0,No Failure,07/12/2002 14:00
L56099,x_1,297.2,308.3,1693,28,188,0,No Failure,07/12/2002 15:00
L56100,x_1,297.1,308.3,1496,45.8,190,0,No Failure,07/12/2002 16:00
L56101,x_1,297.1,308.1,1633,33.3,192,0,No Failure,07/12/2002 17:00
L56102,x_1,297.1,308.2,1399,42.6,194,0,No Failure,07/12/2002 18:00
M23783,x1,281,308.1,1363,45.3,196,0,No Failure,07/12/2002 19:00
H38338,X1,297.1,308.2,1527,42.2,199,0,No Failure,07/12/2002 20:00
M23785,x1,297.2,308.2,1405,42.5,204,0,No Failure,07/12/2002 21:00
M23786,x1,297.3,308.3,1459,59.6,207,1,Power Failure,07/12/2002 22:00
M23787,x1,297.4,308.4,1789,25,210,0,No Failure,07/12/2002 23:00
L56108,x_1,297.4,308.4,1531,41.5,213,0,No Failure,08/12/2002 00:00
M23789,x1,297.4,308.4,1620,35.8,215,0,No Failure,08/12/2002 01:00
L56110,x_1,297.4,308.4,1571,39.4,0,0,No Failure,08/12/2002 02:00
L56111,x_1,297.4,308.4,1434,39.9,2,0,No Failure,08/12/2002 03:00
L56112,x_1,297.4,308.4,1474,43.6,4,0,No Failure,08/12/2002 04:00
M23793,x1,297.3,308.3,1544,41.7,6,0,No Failure,08/12/2002 05:00
L56114,x_1,297.3,308.2,1601,35.7,9,0,No Failure,08/12/2002 06:00
L56115,x_1,297.4,308.3,1801,26.9,11,0,No Failure,08/12/2002 07:00
L56116,x_1,297.4,308.3,1465,42,13,0,No Failure,08/12/2002 08:00
M23797,x1,297.4,308.4,1340,132.4,15,0,No Failure,08/12/2002 09:00
M23798,x1,297.4,308.4,1517,41,18,0,No Failure,08/12/2002 10:00
M23799,x1,297.3,308.4,1434,44.8,21,0,No Failure,08/12/2002 11:00
H38354,X1,281.3,308.3,1935,19.3,24,0,No Failure,08/12/2002 12:00
M23801,x1,297.3,308.3,1595,32.2,29,0,No Failure,08/12/2002 13:00
L56122,x_1,297.3,308.3,2188,17,32,0,No Failure,08/12/2002 14:00
M23803,x1,297.3,308.4,1449,44.4,34,0,No Failure,08/12/2002 15:00
L56124,x_1,297.3,308.3,1471,38.2,37,0,No Failure,08/12/2002 16:00
L56125,x_1,297.4,308.2,1639,33.8,39,0,No Failure,08/12/2002 17:00
M23806,x1,297.3,308.2,1846,24.5,41,0,No Failure,08/12/2002 18:00
M23807,x1,297.3,308.2,1452,38.2,44,0,No Failure,08/12/2002 19:00
M23808,x1,297.4,308.3,1483,41.9,47,0,No Failure,08/12/2002 20:00
L56129,x_1,297.4,308.3,1284,60.3,50,0,No Failure,08/12/2002 21:00
L56130,x_1,297.4,308.2,1419,50,52,0,No Failure,08/12/2002 22:00
L56131,x_1,297.3,308.1,1763,28.4,54,0,No Failure,08/12/2002 23:00
M23812,x1,297.2,308,1478,42.5,56,0,No Failure,09/12/2002 00:00
L56133,x_1,297.3,308,1518,36,59,0,No Failure,09/12/2002 01:00
L56134,x_1,297.3,308,1447,49,61,0,No Failure,09/12/2002 02:00
M23815,x1,297.4,308,1355,55.1,63,0,No Failure,09/12/2002 03:00
L56136,x_1,297.4,308.1,1348,57.4,66,0,No Failure,09/12/2002 04:00
L56137,x_1,297.4,308.1,1348,53.7,68,0,No Failure,09/12/2002 05:00
M23818,x1,297.4,308.1,1734,27.7,70,0,No Failure,09/12/2002 06:00
L56139,x_1,297.3,308,1420,46.5,73,0,No Failure,09/12/2002 07:00
L56140,x_1,297.3,307.9,1797,24.7,75,0,No Failure,09/12/2002 08:00
M23821,x1,281.3,308,1403,124.8,77,0,No Failure,09/12/2002 09:00
L56142,x_1,297.3,307.9,1628,30.2,80,0,No Failure,09/12/2002 10:00
M23823,x1,297.2,307.9,1687,30.4,82,0,No Failure,09/12/2002 11:00
M23824,x1,297.2,307.9,1456,44.9,85,0,No Failure,09/12/2002 12:00
L56145,x_1,297.1,307.9,1496,44.7,88,0,No Failure,09/12/2002 13:00
L56146,x_1,297.1,307.8,1636,30.3,90,0,No Failure,09/12/2002 14:00
L56147,x_1,281.1,307.8,1536,40.4,92,0,No Failure,09/12/2002 15:00
L56148,x_1,297.1,307.8,1454,50.6,94,0,No Failure,09/12/2002 16:00
L56149,x_1,297,307.8,1396,129.8,96,0,No Failure,09/12/2002 17:00
L56150,x_1,297,307.6,1575,37.4,98,0,No Failure,09/12/2002 18:00
L56151,x_1,296.9,307.6,1514,35.7,100,0,No Failure,09/12/2002 19:00
M23832,x1,280.8,307.4,1455,49.9,102,0,No Failure,09/12/2002 20:00
L56153,x_1,296.8,307.4,1549,48.3,105,0,No Failure,09/12/2002 21:00
L56154,x_1,296.8,307.5,1474,42.4,107,0,No Failure,09/12/2002 22:00
H38389,X1,296.7,307.4,1661,114,109,0,No Failure,09/12/2002 23:00
L56156,x_1,296.7,307.4,1535,34.6,114,0,No Failure,10/12/2002 00:00
M23837,x1,296.9,307.5,1556,31.2,116,0,No Failure,10/12/2002 01:00
L56158,x_1,296.9,307.6,1435,45,119,0,No Failure,10/12/2002 02:00
M23839,x1,296.9,307.5,1332,51.1,121,0,No Failure,10/12/2002 03:00
L56160,X2,297,307.6,1513,42.4,124,0,No Failure,10/12/2012 04:00
L56161,x_1,297,307.7,1502,39.4,126,0,No Failure,10/12/2002 05:00
L56162,x_1,297,307.7,1315,60.1,128,0,No Failure,10/12/2002 06:00
M23843,x1,297,307.7,1261,51.1,130,0,No Failure,10/12/2002 07:00
L56164,x_1,297.1,307.8,1406,60.4,133,0,No Failure,10/12/2002 08:00
L56165,x_1,297.1,307.8,1584,122.1,135,0,No Failure,10/12/2002 09:00
M23846,x1,297.1,307.8,1443,123.7,137,0,No Failure,10/12/2002 10:00
L56167,x_1,297.2,307.9,1580,115.6,140,0,No Failure,10/12/2002 11:00
L56168,x_1,297.2,307.9,1825,24.6,142,0,No Failure,10/12/2002 12:00
L56169,x_1,281.2,307.9,1469,48.2,144,0,No Failure,10/12/2002 13:00
L56170,x_1,297.2,307.9,1493,38.4,146,0,No Failure,10/12/2002 14:00
M23851,x1,281.3,308,1598,29.4,148,0,No Failure,10/12/2002 15:00
H38406,X1,297.2,307.9,1450,37.2,151,0,No Failure,10/12/2002 16:00
M23853,x1,297.2,307.9,1632,37.5,156,0,No Failure,10/12/2002 17:00
M23854,x1,297.1,307.9,1980,20.3,159,0,No Failure,10/12/2002 18:00
L56175,x_1,297.2,308,1474,43.7,162,0,No Failure,10/12/2002 19:00
L56176,x_1,297.2,307.9,1540,37.1,164,0,No Failure,10/12/2002 20:00
M23857,x1,297.1,307.9,1609,38.9,166,0,No Failure,10/12/2002 21:00
L56178,x_1,297.1,308,1467,42.8,169,0,No Failure,10/12/2002 22:00
L56179,x_1,297.1,307.9,1492,39.4,171,0,No Failure,10/12/2002 23:00
L56180,x_1,297,307.9,1493,46.1,173,0,No Failure,11/12/2002 00:00
L56181,x_1,281,307.8,1500,39.9,175,0,No Failure,11/12/2002 01:00
L56182,x_1,297.1,307.8,1477,36.6,177,0,No Failure,11/12/2002 02:00
L56183,x_1,297.1,307.9,1342,49.1,179,0,No Failure,11/12/2002 03:00
M23864,x1,297.1,307.8,1538,34.3,181,0,No Failure,11/12/2002 04:00
